Date,Year,Names,Bay,Quadrat,Quadrat_Code,Habitat,Tag_ID,SPP,Photo_ID,Length_cm,Width_cm,Class,Surface_Area ,old_mort,recent_mort,Surv,BB,DS,WP,YB,SCTLD,BL,P,Predation,Notes
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,510,PPOR,546_510_512,1.478,1.057,juvenile,0.994,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,511,PPOR,515,1.301,1.295,juvenile,1.388,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,512,AAGR,546_510_512,2.29,2.103,juvenile,3.724,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,514,SSID,514,1.877,1.659,juvenile,2.239,0,0,A,0,0,0,0,0,0,0,0,not recorded on datasheet or missing sheet?
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,515,PPOR,515,1.785,1.317,juvenile,1.609,0,0,A,0,0,0,0,0,0,0,0,not recorded on datasheet or missing sheet?
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,516,ORSP,516,0.934,0.603,juvenile,0.449,0,50,A,0,0,0,0,50,0,0,0,not recorded on datasheet or missing sheet?
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,517,AAGR,517,2.104,1.71,juvenile,2.125,0,0,A,0,0,0,0,0,0,0,0,not recorded on datasheet or missing sheet?
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,518,PAST,IMG_0685,7.542,5.666,adult,31.304,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,519,SSID,505_556_519,2.299,1.85,juvenile,3.025,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,521,AGSP,IMG_0683,4.349,2.703,adult,7.405,0,0,A,0,0,0,0,0,0,0,0,ON PROP ROOT
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,522,SSID,IMG_0684,15.062,13.73,adult,141.133,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,523,AGSP,507_523,1.675,0.745,juvenile,0.743,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,526,PPOR,526,1.575,1.355,juvenile,1.58,10,0,A,0,0,0,0,0,0,0,0,not recorded on datasheet or missing sheet?
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,527,PPOR,527,1.39,0.627,juvenile,0.739,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,528,PPOR,528_552,0.918,0.598,juvenile,0.587,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,533,AAGR,533_502_501_504,3.399,1.457,juvenile,3.889,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,534,AGSP,IMG_0683,7.735,4.365,adult,26.465,0,0,A,0,0,0,0,0,0,0,0,ON PROP ROOT
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,535,PAST,535_2,3.038,2.445,juvenile,5.783,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,537,PAST,537,2.493,2.211,juvenile,3.628,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,539,PAST,539,1.65,1.225,juvenile,1.039,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,540,PAST,540,2.031,1.72,juvenile,2.744,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,541,AGSP,541,4.074,2.963,adult,8.711,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,542,PPOR,542,4.791,3.529,adult,12.798,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,543,SSID,543_3,25.1,21.42,adult,379.765,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,544,SSID,544,16.778,10.723,adult,131.457,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U3,WCU3,debris,545,PPOR,545,5.45,5.348,adult,13.881,0,0,A,0,0,0,0,0,0,30,0,104; CORAL IS BLEACHED
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,546,PPOR,546_510_512,2.593,1.016,juvenile,3.121,60,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,547,AAGR,547,6.001,3.901,adult,21.346,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,548,PPOR,548_547,2.409,1.938,juvenile,3.311,30,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,550,PPOR,550,3.25,2.022,juvenile,4.095,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,551,PPOR,551_2,3.65,1.397,juvenile,4.856,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,552,PPOR,528_552,1.811,0.96,juvenile,1.408,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,553,SINT,553,3.472,1.121,juvenile,1.786,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,554,SSID,554_2,28.453,22.032,adult,350.911,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,555,PAST,555,2.901,1.72,juvenile,2.934,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,556,PPOR,505_556_519,2.793,1.478,juvenile,3.811,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,557,AGSP,IMG_0704,3.079,1.76,juvenile,4.409,0,0,A,0,0,0,0,0,0,0,0,ON PROP ROOT
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,558,SSID,IMG_0682,3.576,3.318,juvenile,8.984,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S2,OCS2,fringe,559,PPOR,IMG_0717,2.859,2.076,juvenile,4.326,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,560,OANN,560,24.256,17.735,adult,212.328,0,0,A,0,0,0,0,0,0,0,0,ORBICELLA SP; COMBINED 550 + 560
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,561,PAST,561,2.61,2.591,juvenile,5.341,50,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,564,SSID,564,1.447,0.787,juvenile,0.918,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,565,SSID,565,4.426,4.264,adult,12.769,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,566,SSID,566,2.869,1.726,juvenile,3.167,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,567,SSID,567,6.181,5.311,adult,23.135,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,568,SSID,568,2.425,1.544,juvenile,2.938,0,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,569,PAST,569,3.974,3.568,juvenile,10.108,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,571,PPOR,571,1.618,0.989,juvenile,1.298,5,0,A,0,0,0,0,0,0,0,0,
12/13/22,year_1,"LU, EH, LP",Water Creek,U2,WCU2,debris,572,PAST,572,2.67,2.246,juvenile,3.559,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,573,SSID,573,2.075,2.003,juvenile,3.028,0,0,A,0,0,0,0,0,0,0,0,
12/12/22,year_1,LU,Otter Creek,S3,OCS3,fringe,574,SSID,574,3.862,3.037,juvenile,8.763,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,576,AAGR,576,3.16,2.339,juvenile,5.724,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,577,SSID,577,1.583,1.353,juvenile,1.497,40,0,A,0,0,0,0,0,0,0,0,IMAGE #254; initially thought was an orb-- changed to SSID
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,578,PPOR,578,1.938,1.338,juvenile,2.226,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,579,AAGR,553_579,2.691,0.881,juvenile,1.98,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,580,PPOR,580,1.284,1.553,juvenile,1.787,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,581,PAST,581,1.967,1.184,juvenile,2.043,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,586,SSID,586,4.104,3.067,adult,8.062,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,587,AAGR,587,5.903,3.921,adult,17.054,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,588,PAST,592_588_second pic,4.403,3.055,adult,9.893,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,589,SRAD,589/591,1.497,1.234,juvenile,1.373,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,590,ORSP,590,2.425,1.406,juvenile,2.857,0,90,A,0,0,0,0,0,0,0,0,BL
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,591,SSID,589/591,1.243,1.191,juvenile,1.207,0,0,A,0,0,0,0,0,60,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,592,MARE,592_588_second pic,7.247,4.099,adult,23.042,0,0,A,0,0,0,0,0,0,40,0,P/DISEASE?
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,593,PAST,593,4.847,4.79,adult,17.307,60,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,594,SSID,594,3.594,3.534,juvenile,9.625,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,599,PPOR,509_547_599,1.724,1.07,juvenile,1.38,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,U1,WCU1,debris,600,PAST,600,1.032,0.978,juvenile,0.897,0,0,A,0,0,0,0,0,0,0,0,
1/19/23,year_1,LU,Water Creek,S2,WCS2,fringe,538,SRAD,NA,NA,NA,adult,NA,0,0,A,0,0,0,0,0,0,0,0,no photo
1/19/23,year_1,LU,Water Creek,S2,WCS2,fringe,520,PAST,NA,NA,NA,adult,NA,0,0,A,0,0,0,0,0,0,0,0,no photo
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,102,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,105,PAST,1586,2.531,1.282,juvenile,2.427,100,0,D,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,108,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,110,PAST,1588,3.344,1.072,juvenile,2.984,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,111,PAST,1579,0.921,0.756,juvenile,0.499,100,0,D,0,,0,0,,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,112,PAST,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,113,PAST,1580,1.426,1.366,juvenile,0.969,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,115,SSID,1660,18.931,10.587,adult,149.239,0,0,A,0,0,0,0,,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,116,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,117,PPOR,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,120,SSID,1664,NA,NA,juvenile,,,,A,,,,,,,,,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,123,SSID,1578,11.857,10.536,adult,86.994,95,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,124,PAST,1598,3.156,1.661,adult,3.865,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,129,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,130,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,131,SSID,1663,NA,NA,adult,,,,A,,,,,,,,,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,136,PAST,1659,3.022,1.951,adult,3.542,0,0,,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,137,SSID,1663,NA,NA,adult,,,,A,,,,,,,,,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,139,PAST,1581,2.356,1.478,juvenile,2.375,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,140,SSID,1665,,,juvenile,,,,A,,,,,,,,,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,141,PPOR,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,142,AGSP,1670,2.731,1.787,juvenile,3.097,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,143,PAST,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,145,SSID,1582,20.638,19.275,adult,274.947,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,146,PAST,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,147,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,S2,OCS2,fringe,149,PPOR,1676,4.383,2.98,adult,9.59,0,0,,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,150,PAST,1596,8.119,7.949,adult,48.911,0,0,A,0,0,0,0,0,0,75,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,157,SSID,1599,1.123,0.788,juvenile,0.524,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,158,SSID,1659,4.652,2.572,adult,10.438,0,0,A,0,0,0,0,0,0,0,0,
12/12/23,year_2,"LU, BG",Otter Creek,S1,OCS1,fringe,159,SSID,1599,2.377,2.053,juvenile,3.128,0,0,A,0,0,0,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,164,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/12/23,year_2,"LU, BG",Otter Creek,U1,OCU1,debris,169,PAST,1584,2.373,2.008,juvenile,3.176,0,100,D,0,0,0,0,0,100,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,173,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,174,SSID,NO_IMG,CNL,CNL,juvenile,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,177,PPOR,1662,3.453,1.778,juvenile,4.69,0,0,A,0,0,,0,0,0,0,0,
12/14/23,year_2,"LU, EN",Otter Creek,U3,OCU3,debris,179,PAST,1655,NA,NA,juvenile,,,,A,,,,,,,,,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,501,PPOR,533.502.501.504,2.059,1.246,juvenile,1.965,0,0,A,0,0,0,0,0,0,0,0,HEALTHY
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,502,PPOR,533.502.501.504,1.774,1.758,juvenile,2.704,100,0,D,0,0,0,0,0,0,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,503,PAST,503,4.826,3.655,adult,12.743,30,0,A,0,0,0,0,0,0,10,0,
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,504,AAGR,533.502.501.504,3.115,2.441,adult,4.204,0,100,D,0,0,0,0,0,100,0,0,DEAD
11/29/23,year_2,LU,Water Creek,U1,WCU1,debris,505,SSID,NO_IMG,CNL,CNL,adult,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,CNL,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,506,PAST,1537,4.201,3.995,adult,9.566,0,,A,0,0,,0,0,0,0,0,
12/11/23,year_2,"LU, DS",Water Creek,U2,WCU2,debris,507,PAST,1526,2.648,2.206,juvenile,3.51,0,0,A,0,0,0,0,0,0,0,0,
